# The following table is formatted as tab separated values. 																							
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LQ108_RS09780	gene-LQ108_RS09780	TRANSCRIPT_gene-LQ108_RS09780	protein_coding	0	7	0	87	0	0	0	0	37	0	0	0	0	0	0	0	0	0	7	50
LQ108_RS09790	gene-LQ108_RS09790	TRANSCRIPT_gene-LQ108_RS09790	protein_coding	0	2	0	79	0	0	0	0	33	0	0	0	0	0	0	0	0	0	2	46
LQ108_RS09795	gene-LQ108_RS09795	TRANSCRIPT_gene-LQ108_RS09795	protein_coding	0	10	1	69	0	0	0	0	24	0	0	1	0	0	0	0	0	0	10	45
LQ108_RS09805	gene-LQ108_RS09805	TRANSCRIPT_gene-LQ108_RS09805	protein_coding	0	10	1	83	0	0	0	0	57	0	0	1	0	0	0	0	0	0	10	26
LQ108_RS09810	gene-LQ108_RS09810	TRANSCRIPT_gene-LQ108_RS09810	protein_coding	0	4	0	74	0	0	0	0	44	0	0	0	0	0	0	0	0	0	4	30
LQ108_RS09815	gene-LQ108_RS09815	TRANSCRIPT_gene-LQ108_RS09815	protein_coding	0	0	0	68	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	32
LQ108_RS09825	gene-LQ108_RS09825	TRANSCRIPT_gene-LQ108_RS09825	protein_coding	0	7	0	76	0	0	0	0	32	0	0	0	0	0	0	0	0	0	7	44
LQ108_RS09875	gene-LQ108_RS09875	TRANSCRIPT_gene-LQ108_RS09875	protein_coding	0	8	1	108	0	0	0	0	49	0	0	1	0	0	0	0	0	0	8	59
LQ108_RS09905	gene-LQ108_RS09905	TRANSCRIPT_gene-LQ108_RS09905	protein_coding	0	1	0	110	0	0	0	0	59	0	0	0	0	0	0	0	0	0	1	51
LQ108_RS09920	gene-LQ108_RS09920	TRANSCRIPT_gene-LQ108_RS09920	protein_coding	0	14	0	91	0	0	0	0	48	0	0	0	0	0	0	0	0	0	14	43
LQ108_RS09930	gene-LQ108_RS09930	TRANSCRIPT_gene-LQ108_RS09930	protein_coding	0	6	4	95	0	0	0	0	46	0	0	4	0	0	0	0	0	0	6	49
LQ108_RS09940	gene-LQ108_RS09940	TRANSCRIPT_gene-LQ108_RS09940	protein_coding	0	10	1	93	0	0	0	0	40	0	0	1	0	0	0	0	0	0	10	53
LQ108_RS09945	gene-LQ108_RS09945	TRANSCRIPT_gene-LQ108_RS09945	protein_coding	0	13	0	87	0	0	0	0	52	0	0	0	0	0	0	0	0	0	13	35
LQ108_RS09975	gene-LQ108_RS09975	TRANSCRIPT_gene-LQ108_RS09975	protein_coding	0	0	1	83	0	0	0	0	41	0	0	1	0	0	0	0	0	0	0	42
LQ108_RS09985	gene-LQ108_RS09985	TRANSCRIPT_gene-LQ108_RS09985	protein_coding	0	2	0	82	0	0	0	0	35	0	0	0	0	0	0	0	0	0	2	47
LQ108_RS09995	gene-LQ108_RS09995	TRANSCRIPT_gene-LQ108_RS09995	protein_coding	0	7	1	85	0	0	0	0	47	0	0	1	0	0	0	0	0	0	7	38
LQ108_RS10015	gene-LQ108_RS10015	TRANSCRIPT_gene-LQ108_RS10015	protein_coding	0	10	0	75	0	0	0	0	38	0	0	0	0	0	0	0	0	0	10	37
LQ108_RS10025	gene-LQ108_RS10025	TRANSCRIPT_gene-LQ108_RS10025	protein_coding	0	2	0	81	0	0	0	0	44	0	0	0	0	0	0	0	0	0	2	37
LQ108_RS10045	gene-LQ108_RS10045	TRANSCRIPT_gene-LQ108_RS10045	protein_coding	0	12	0	71	0	0	0	0	37	0	0	0	0	0	0	0	0	0	12	34
LQ108_RS10050	gene-LQ108_RS10050	TRANSCRIPT_gene-LQ108_RS10050	protein_coding	0	10	1	69	0	0	0	0	37	0	0	1	0	0	0	0	0	0	10	32
LQ108_RS10055	gene-LQ108_RS10055	TRANSCRIPT_gene-LQ108_RS10055	protein_coding	0	7	1	71	0	0	0	0	30	0	0	1	0	0	0	0	0	0	7	41
LQ108_RS10070	gene-LQ108_RS10070	TRANSCRIPT_gene-LQ108_RS10070	protein_coding	0	4	0	82	0	0	0	0	48	0	0	0	0	0	0	0	0	0	4	34
LQ108_RS10085	gene-LQ108_RS10085	TRANSCRIPT_gene-LQ108_RS10085	protein_coding	0	5	4	92	0	0	0	0	31	0	0	4	0	0	0	0	0	0	5	61
LQ108_RS10090	gene-LQ108_RS10090	TRANSCRIPT_gene-LQ108_RS10090	protein_coding	0	6	8	95	0	0	0	0	59	0	0	8	0	0	0	0	0	0	6	36
LQ108_RS10095	gene-LQ108_RS10095	TRANSCRIPT_gene-LQ108_RS10095	protein_coding	0	0	3	105	0	0	0	0	60	0	0	3	0	0	0	0	0	0	0	45
LQ108_RS10105	gene-LQ108_RS10105	TRANSCRIPT_gene-LQ108_RS10105	protein_coding	0	26	12	102	0	0	0	0	50	0	0	12	0	0	0	0	0	0	26	52
LQ108_RS10110	gene-LQ108_RS10110	TRANSCRIPT_gene-LQ108_RS10110	protein_coding	0	8	7	106	0	0	0	0	59	0	0	7	0	0	0	0	0	0	8	47
LQ108_RS10115	gene-LQ108_RS10115	TRANSCRIPT_gene-LQ108_RS10115	protein_coding	0	6	3	107	0	0	0	0	60	0	0	3	0	0	0	0	0	0	6	47
LQ108_RS10120	gene-LQ108_RS10120	TRANSCRIPT_gene-LQ108_RS10120	protein_coding	0	4	1	109	0	0	0	0	59	0	0	1	0	0	0	0	0	0	4	50
LQ108_RS10125	gene-LQ108_RS10125	TRANSCRIPT_gene-LQ108_RS10125	protein_coding	0	8	5	103	0	0	0	0	45	0	0	5	0	0	0	0	0	0	8	58
LQ108_RS10135	gene-LQ108_RS10135	TRANSCRIPT_gene-LQ108_RS10135	protein_coding	0	4	2	96	0	0	0	0	43	0	0	2	0	0	0	0	0	0	4	53
LQ108_RS10140	gene-LQ108_RS10140	TRANSCRIPT_gene-LQ108_RS10140	protein_coding	0	11	0	79	0	0	0	0	47	0	0	0	0	0	0	0	0	0	11	32
LQ108_RS10155	gene-LQ108_RS10155	TRANSCRIPT_gene-LQ108_RS10155	protein_coding	0	15	2	84	0	0	0	0	34	0	0	2	0	0	0	0	0	0	15	50
LQ108_RS10160	gene-LQ108_RS10160	TRANSCRIPT_gene-LQ108_RS10160	protein_coding	0	5	0	83	0	0	0	0	41	0	0	0	0	0	0	0	0	0	5	42
LQ108_RS10170	gene-LQ108_RS10170	TRANSCRIPT_gene-LQ108_RS10170	protein_coding	0	7	3	89	0	0	0	0	32	0	0	3	0	0	0	0	0	0	7	57
LQ108_RS10180	gene-LQ108_RS10180	TRANSCRIPT_gene-LQ108_RS10180	protein_coding	0	14	1	74	0	0	0	0	34	0	0	1	0	0	0	0	0	0	14	40
LQ108_RS10200	gene-LQ108_RS10200	TRANSCRIPT_gene-LQ108_RS10200	protein_coding	0	7	1	88	0	0	0	0	36	0	0	1	0	0	0	0	0	0	7	52
LQ108_RS10205	gene-LQ108_RS10205	TRANSCRIPT_gene-LQ108_RS10205	protein_coding	0	10	0	83	0	0	0	0	43	0	0	0	0	0	0	0	0	0	10	40
LQ108_RS10210	gene-LQ108_RS10210	TRANSCRIPT_gene-LQ108_RS10210	protein_coding	0	10	0	73	0	0	0	0	31	0	0	0	0	0	0	0	0	0	10	42
LQ108_RS10215	gene-LQ108_RS10215	TRANSCRIPT_gene-LQ108_RS10215	protein_coding	0	11	1	63	0	0	0	0	30	0	0	1	0	0	0	0	0	0	11	33
LQ108_RS10235	gene-LQ108_RS10235	TRANSCRIPT_gene-LQ108_RS10235	protein_coding	0	0	0	97	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	43
LQ108_RS10240	gene-LQ108_RS10240	TRANSCRIPT_gene-LQ108_RS10240	protein_coding	0	0	0	91	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	30
LQ108_RS10265	gene-LQ108_RS10265	TRANSCRIPT_gene-LQ108_RS10265	protein_coding	0	7	0	86	0	0	0	0	47	0	0	0	0	0	0	0	0	0	7	39
LQ108_RS10270	gene-LQ108_RS10270	TRANSCRIPT_gene-LQ108_RS10270	protein_coding	0	6	3	88	0	0	0	0	55	0	0	3	0	0	0	0	0	0	6	33
LQ108_RS10275	gene-LQ108_RS10275	TRANSCRIPT_gene-LQ108_RS10275	protein_coding	0	0	0	90	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	33
LQ108_RS10280	gene-LQ108_RS10280	TRANSCRIPT_gene-LQ108_RS10280	protein_coding	0	0	0	84	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	39
LQ108_RS10285	gene-LQ108_RS10285	TRANSCRIPT_gene-LQ108_RS10285	protein_coding	0	0	0	83	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	31
LQ108_RS10290	gene-LQ108_RS10290	TRANSCRIPT_gene-LQ108_RS10290	protein_coding	0	13	3	49	0	0	0	0	22	0	0	3	0	1	0	0	0	1	12	27
LQ108_RS10295	gene-LQ108_RS10295	TRANSCRIPT_gene-LQ108_RS10295	protein_coding	0	0	0	90	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	41
LQ108_RS10300	gene-LQ108_RS10300	TRANSCRIPT_gene-LQ108_RS10300	protein_coding	0	8	6	89	0	0	0	0	56	0	0	6	0	0	0	0	0	0	8	33
LQ108_RS10305	gene-LQ108_RS10305	TRANSCRIPT_gene-LQ108_RS10305	protein_coding	0	6	2	107	0	0	0	0	60	0	0	2	0	0	0	0	0	0	6	47
LQ108_RS10310	gene-LQ108_RS10310	TRANSCRIPT_gene-LQ108_RS10310	protein_coding	0	3	0	113	0	0	0	0	69	0	0	0	0	0	0	0	0	0	3	44
LQ108_RS10315	gene-LQ108_RS10315	TRANSCRIPT_gene-LQ108_RS10315	protein_coding	0	8	2	92	0	0	0	0	67	0	0	2	0	0	0	0	0	0	8	25
LQ108_RS10320	gene-LQ108_RS10320	TRANSCRIPT_gene-LQ108_RS10320	protein_coding	0	6	0	104	0	0	0	0	69	0	0	0	0	0	0	0	0	0	6	35
LQ108_RS10340	gene-LQ108_RS10340	TRANSCRIPT_gene-LQ108_RS10340	protein_coding	0	5	1	154	0	0	0	0	86	0	0	1	0	0	0	0	0	0	5	68
LQ108_RS10355	gene-LQ108_RS10355	TRANSCRIPT_gene-LQ108_RS10355	protein_coding	0	1	1	131	0	0	0	0	82	0	0	1	0	0	0	0	0	0	1	49
LQ108_RS10360	gene-LQ108_RS10360	TRANSCRIPT_gene-LQ108_RS10360	protein_coding	0	7	2	112	0	0	0	0	43	0	0	2	0	0	0	0	0	0	7	69
LQ108_RS10370	gene-LQ108_RS10370	TRANSCRIPT_gene-LQ108_RS10370	protein_coding	0	1	0	117	0	0	0	0	67	0	0	0	0	0	0	0	0	0	1	50
LQ108_RS10375	gene-LQ108_RS10375	TRANSCRIPT_gene-LQ108_RS10375	protein_coding	0	3	0	108	0	0	0	0	52	0	0	0	0	0	0	0	0	0	3	56
LQ108_RS10385	gene-LQ108_RS10385	TRANSCRIPT_gene-LQ108_RS10385	protein_coding	0	10	4	96	0	0	0	0	43	0	0	4	0	0	0	0	0	0	10	53
LQ108_RS10390	gene-LQ108_RS10390	TRANSCRIPT_gene-LQ108_RS10390	protein_coding	0	9	1	95	0	0	0	0	47	0	0	1	0	0	0	0	0	0	9	48
LQ108_RS10400	gene-LQ108_RS10400	TRANSCRIPT_gene-LQ108_RS10400	protein_coding	0	12	1	95	0	0	0	0	39	0	0	1	0	1	0	0	0	1	11	56
LQ108_RS10405	gene-LQ108_RS10405	TRANSCRIPT_gene-LQ108_RS10405	protein_coding	0	10	1	96	0	0	0	0	49	0	0	1	0	0	0	0	0	0	10	47
LQ108_RS10415	gene-LQ108_RS10415	TRANSCRIPT_gene-LQ108_RS10415	protein_coding	0	2	0	99	0	0	0	0	52	0	0	0	0	0	0	0	0	0	2	47
LQ108_RS10420	gene-LQ108_RS10420	TRANSCRIPT_gene-LQ108_RS10420	protein_coding	0	3	0	103	0	0	0	0	44	0	0	0	0	0	0	0	0	0	3	59
LQ108_RS10435	gene-LQ108_RS10435	TRANSCRIPT_gene-LQ108_RS10435	protein_coding	1	3	4	121	0	0	0	0	70	1	0	4	0	0	0	0	0	0	3	51
LQ108_RS10445	gene-LQ108_RS10445	TRANSCRIPT_gene-LQ108_RS10445	protein_coding	1	28	7	137	0	0	0	0	75	0	0	7	0	0	0	1	0	0	28	62
LQ108_RS10450	gene-LQ108_RS10450	TRANSCRIPT_gene-LQ108_RS10450	protein_coding	0	13	6	136	0	0	0	0	67	0	0	6	0	0	0	0	0	0	13	69
LQ108_RS10455	gene-LQ108_RS10455	TRANSCRIPT_gene-LQ108_RS10455	protein_coding	0	10	0	149	0	0	0	0	75	0	0	0	0	0	0	0	0	0	10	74
LQ108_RS10460	gene-LQ108_RS10460	TRANSCRIPT_gene-LQ108_RS10460	protein_coding	0	42	5	132	0	0	0	0	64	0	0	5	0	0	0	0	0	0	42	68
LQ108_RS10465	gene-LQ108_RS10465	TRANSCRIPT_gene-LQ108_RS10465	protein_coding	0	1	0	144	0	0	0	0	67	0	0	0	0	0	0	0	0	0	1	77
LQ108_RS10470	gene-LQ108_RS10470	TRANSCRIPT_gene-LQ108_RS10470	protein_coding	0	0	0	146	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	76
LQ108_RS10480	gene-LQ108_RS10480	TRANSCRIPT_gene-LQ108_RS10480	protein_coding	0	26	2	109	0	0	0	0	42	0	0	2	0	0	0	0	0	0	26	67
LQ108_RS10485	gene-LQ108_RS10485	TRANSCRIPT_gene-LQ108_RS10485	protein_coding	0	10	1	128	0	0	0	0	78	0	0	1	0	0	0	0	0	0	10	50
LQ108_RS10490	gene-LQ108_RS10490	TRANSCRIPT_gene-LQ108_RS10490	protein_coding	0	20	0	112	0	0	0	0	69	0	0	0	0	0	0	0	0	0	20	43
LQ108_RS10500	gene-LQ108_RS10500	TRANSCRIPT_gene-LQ108_RS10500	protein_coding	0	1	3	103	0	0	0	0	47	0	0	3	0	0	0	0	0	0	1	56
LQ108_RS10505	gene-LQ108_RS10505	TRANSCRIPT_gene-LQ108_RS10505	protein_coding	0	1	0	110	0	0	0	0	49	0	0	0	0	0	0	0	0	0	1	61
LQ108_RS10510	gene-LQ108_RS10510	TRANSCRIPT_gene-LQ108_RS10510	protein_coding	0	1	2	109	0	0	0	0	46	0	0	2	0	0	0	0	0	0	1	63
LQ108_RS10585	gene-LQ108_RS10585	TRANSCRIPT_gene-LQ108_RS10585	protein_coding	0	10	8	85	0	0	0	0	12	0	0	8	0	0	0	0	0	0	10	73
LQ108_RS10590	gene-LQ108_RS10590	TRANSCRIPT_gene-LQ108_RS10590	protein_coding	0	3	5	90	0	0	0	0	1	0	0	5	0	0	0	0	0	0	3	89
LQ108_RS10595	gene-LQ108_RS10595	TRANSCRIPT_gene-LQ108_RS10595	protein_coding	0	0	0	86	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS10600	gene-LQ108_RS10600	TRANSCRIPT_gene-LQ108_RS10600	protein_coding	0	0	0	78	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS10605	gene-LQ108_RS10605	TRANSCRIPT_gene-LQ108_RS10605	protein_coding	0	0	0	70	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS10610	gene-LQ108_RS10610	TRANSCRIPT_gene-LQ108_RS10610	protein_coding	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
LQ108_RS10615	gene-LQ108_RS10615	TRANSCRIPT_gene-LQ108_RS10615	protein_coding	0	0	0	22	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS10660	gene-LQ108_RS10660	TRANSCRIPT_gene-LQ108_RS10660	protein_coding	0	0	0	16	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS10665	gene-LQ108_RS10665	TRANSCRIPT_gene-LQ108_RS10665	protein_coding	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
LQ108_RS10670	gene-LQ108_RS10670	TRANSCRIPT_gene-LQ108_RS10670	protein_coding	0	0	0	24	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS10675	gene-LQ108_RS10675	TRANSCRIPT_gene-LQ108_RS10675	protein_coding	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29
LQ108_RS10680	gene-LQ108_RS10680	TRANSCRIPT_gene-LQ108_RS10680	protein_coding	0	0	0	40	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0
LQ108_RS10685	gene-LQ108_RS10685	TRANSCRIPT_gene-LQ108_RS10685	protein_coding	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
LQ108_RS10690	gene-LQ108_RS10690	TRANSCRIPT_gene-LQ108_RS10690	protein_coding	0	4	0	48	0	0	0	0	48	0	0	0	0	0	0	0	0	0	4	0
LQ108_RS10695	gene-LQ108_RS10695	TRANSCRIPT_gene-LQ108_RS10695	protein_coding	0	6	3	55	0	0	0	0	51	0	0	3	0	0	0	0	0	0	6	4
LQ108_RS10700	gene-LQ108_RS10700	TRANSCRIPT_gene-LQ108_RS10700	protein_coding	0	2	0	70	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	55
LQ108_RS10705	gene-LQ108_RS10705	TRANSCRIPT_gene-LQ108_RS10705	protein_coding	0	5	1	88	0	0	0	0	21	0	0	1	0	0	0	0	0	0	5	67
LQ108_RS10710	gene-LQ108_RS10710	TRANSCRIPT_gene-LQ108_RS10710	protein_coding	0	32	7	90	0	0	0	0	29	0	0	7	0	0	0	0	0	0	32	61
LQ108_RS10715	gene-LQ108_RS10715	TRANSCRIPT_gene-LQ108_RS10715	protein_coding	0	17	4	99	0	0	0	0	51	0	0	4	0	0	0	0	0	0	17	48
LQ108_RS10720	gene-LQ108_RS10720	TRANSCRIPT_gene-LQ108_RS10720	protein_coding	0	8	0	117	0	0	0	0	66	0	0	0	0	0	0	0	0	0	8	51
LQ108_RS10725	gene-LQ108_RS10725	TRANSCRIPT_gene-LQ108_RS10725	protein_coding	0	6	0	120	0	0	0	0	74	0	0	0	0	0	0	0	0	0	6	46
LQ108_RS10730	gene-LQ108_RS10730	TRANSCRIPT_gene-LQ108_RS10730	protein_coding	0	5	1	114	0	0	0	0	43	0	0	1	0	0	0	0	0	0	5	71
LQ108_RS10735	gene-LQ108_RS10735	TRANSCRIPT_gene-LQ108_RS10735	protein_coding	0	2	3	113	0	0	0	0	69	0	0	3	0	0	0	0	0	0	2	44
LQ108_RS10740	gene-LQ108_RS10740	TRANSCRIPT_gene-LQ108_RS10740	protein_coding	0	2	0	116	0	0	0	0	69	0	0	0	0	0	0	0	0	0	2	47
LQ108_RS10745	gene-LQ108_RS10745	TRANSCRIPT_gene-LQ108_RS10745	protein_coding	0	4	1	112	0	0	0	0	63	0	0	1	0	0	0	0	0	0	4	49
LQ108_RS10750	gene-LQ108_RS10750	TRANSCRIPT_gene-LQ108_RS10750	protein_coding	0	1	1	105	0	0	0	0	58	0	0	1	0	0	0	0	0	0	1	47
LQ108_RS10755	gene-LQ108_RS10755	TRANSCRIPT_gene-LQ108_RS10755	protein_coding	0	5	0	104	0	0	0	0	51	0	0	0	0	0	0	0	0	0	5	53
LQ108_RS10760	gene-LQ108_RS10760	TRANSCRIPT_gene-LQ108_RS10760	protein_coding	0	8	4	90	0	0	0	0	41	0	0	4	0	0	0	0	0	0	8	49
LQ108_RS10765	gene-LQ108_RS10765	TRANSCRIPT_gene-LQ108_RS10765	protein_coding	0	8	2	90	0	0	0	0	39	0	0	2	0	0	0	0	0	0	8	51
LQ108_RS10770	gene-LQ108_RS10770	TRANSCRIPT_gene-LQ108_RS10770	protein_coding	0	4	3	88	0	0	0	0	45	0	0	3	0	0	0	0	0	0	4	43
LQ108_RS10775	gene-LQ108_RS10775	TRANSCRIPT_gene-LQ108_RS10775	protein_coding	0	10	2	85	0	0	0	0	41	0	0	2	0	0	0	0	0	0	10	44
LQ108_RS10780	gene-LQ108_RS10780	TRANSCRIPT_gene-LQ108_RS10780	protein_coding	0	2	1	93	0	0	0	0	43	0	0	1	0	0	0	0	0	0	2	50
LQ108_RS10785	gene-LQ108_RS10785	TRANSCRIPT_gene-LQ108_RS10785	protein_coding	0	3	4	88	0	0	0	0	39	0	0	4	0	0	0	0	0	0	3	49
LQ108_RS10790	gene-LQ108_RS10790	TRANSCRIPT_gene-LQ108_RS10790	protein_coding	0	1	1	98	0	0	0	0	45	0	0	1	0	0	0	0	0	0	1	53
LQ108_RS10795	gene-LQ108_RS10795	TRANSCRIPT_gene-LQ108_RS10795	protein_coding	0	1	0	97	0	0	0	0	47	0	0	0	0	0	0	0	0	0	1	50
LQ108_RS10800	gene-LQ108_RS10800	TRANSCRIPT_gene-LQ108_RS10800	protein_coding	0	2	0	94	0	0	0	0	41	0	0	0	0	0	0	0	0	0	2	53
LQ108_RS10805	gene-LQ108_RS10805	TRANSCRIPT_gene-LQ108_RS10805	protein_coding	0	8	2	98	0	0	0	0	57	0	0	2	0	0	0	0	0	0	8	41
LQ108_RS10810	gene-LQ108_RS10810	TRANSCRIPT_gene-LQ108_RS10810	protein_coding	0	6	4	102	0	0	0	0	43	0	0	4	0	0	0	0	0	0	6	59
LQ108_RS10815	gene-LQ108_RS10815	TRANSCRIPT_gene-LQ108_RS10815	protein_coding	0	8	1	103	0	0	0	0	41	0	0	1	0	0	0	0	0	0	8	62
LQ108_RS10820	gene-LQ108_RS10820	TRANSCRIPT_gene-LQ108_RS10820	protein_coding	0	4	0	109	0	0	0	0	68	0	0	0	0	0	0	0	0	0	4	41
LQ108_RS10825	gene-LQ108_RS10825	TRANSCRIPT_gene-LQ108_RS10825	protein_coding	0	9	4	102	0	0	0	0	40	0	0	4	0	0	0	0	0	0	9	62
LQ108_RS10840	gene-LQ108_RS10840	TRANSCRIPT_gene-LQ108_RS10840	protein_coding	0	0	0	129	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	60
LQ108_RS10845	gene-LQ108_RS10845	TRANSCRIPT_gene-LQ108_RS10845	protein_coding	0	5	1	127	0	0	0	0	54	0	0	1	0	0	0	0	0	0	5	73
LQ108_RS10850	gene-LQ108_RS10850	TRANSCRIPT_gene-LQ108_RS10850	protein_coding	0	24	2	146	0	0	0	0	44	0	0	2	0	0	0	0	0	0	24	102
LQ108_RS10855	gene-LQ108_RS10855	TRANSCRIPT_gene-LQ108_RS10855	protein_coding	0	16	1	175	0	0	0	0	55	0	0	1	0	0	0	0	0	0	16	120
LQ108_RS10860	gene-LQ108_RS10860	TRANSCRIPT_gene-LQ108_RS10860	protein_coding	1	14	4	184	0	0	0	0	58	0	0	4	0	0	0	1	0	0	14	126
LQ108_RS10865	gene-LQ108_RS10865	TRANSCRIPT_gene-LQ108_RS10865	protein_coding	0	17	5	188	0	0	0	0	118	0	0	5	0	0	0	0	0	0	17	70
LQ108_RS10870	gene-LQ108_RS10870	TRANSCRIPT_gene-LQ108_RS10870	protein_coding	0	13	14	184	0	0	0	0	88	0	0	14	0	0	0	0	0	0	13	96
LQ108_RS10875	gene-LQ108_RS10875	TRANSCRIPT_gene-LQ108_RS10875	protein_coding	0	16	13	173	0	0	0	0	100	0	0	13	0	0	0	0	0	0	16	73
LQ108_RS10890	gene-LQ108_RS10890	TRANSCRIPT_gene-LQ108_RS10890	protein_coding	0	22	3	165	0	0	0	0	122	0	0	3	0	0	0	0	0	0	22	43
LQ108_RS10895	gene-LQ108_RS10895	TRANSCRIPT_gene-LQ108_RS10895	protein_coding	0	5	2	174	0	0	0	0	130	0	0	2	0	0	0	0	0	0	5	44
LQ108_RS10900	gene-LQ108_RS10900	TRANSCRIPT_gene-LQ108_RS10900	protein_coding	0	13	0	145	0	0	0	0	58	0	0	0	0	0	0	0	0	0	13	87
LQ108_RS10910	gene-LQ108_RS10910	TRANSCRIPT_gene-LQ108_RS10910	protein_coding	0	9	2	93	0	0	0	0	40	0	0	2	0	0	0	0	0	0	9	53
LQ108_RS10915	gene-LQ108_RS10915	TRANSCRIPT_gene-LQ108_RS10915	protein_coding	0	2	1	96	0	0	0	0	51	0	0	1	0	0	0	0	0	0	2	45
LQ108_RS10920	gene-LQ108_RS10920	TRANSCRIPT_gene-LQ108_RS10920	protein_coding	0	1	0	88	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1	62
LQ108_RS10925	gene-LQ108_RS10925	TRANSCRIPT_gene-LQ108_RS10925	protein_coding	0	14	6	79	0	0	0	0	59	0	0	6	0	0	0	0	0	0	14	20
LQ108_RS10930	gene-LQ108_RS10930	TRANSCRIPT_gene-LQ108_RS10930	protein_coding	0	1	1	88	0	0	0	0	28	0	0	1	0	0	0	0	0	0	1	60
LQ108_RS10935	gene-LQ108_RS10935	TRANSCRIPT_gene-LQ108_RS10935	protein_coding	0	9	2	89	0	0	0	0	30	0	0	2	0	0	0	0	0	0	9	59
LQ108_RS10940	gene-LQ108_RS10940	TRANSCRIPT_gene-LQ108_RS10940	protein_coding	0	6	0	99	0	0	0	0	39	0	0	0	0	0	0	0	0	0	6	60
LQ108_RS10945	gene-LQ108_RS10945	TRANSCRIPT_gene-LQ108_RS10945	protein_coding	0	12	2	99	0	0	0	0	54	0	0	2	0	0	0	0	0	0	12	45
LQ108_RS10955	gene-LQ108_RS10955	TRANSCRIPT_gene-LQ108_RS10955	protein_coding	0	3	0	124	0	0	0	0	66	0	0	0	0	0	0	0	0	0	3	58
LQ108_RS10960	gene-LQ108_RS10960	TRANSCRIPT_gene-LQ108_RS10960	protein_coding	0	16	2	123	0	0	0	0	67	0	0	2	0	0	0	0	0	0	16	56
LQ108_RS10965	gene-LQ108_RS10965	TRANSCRIPT_gene-LQ108_RS10965	protein_coding	0	19	2	126	0	0	0	0	66	0	0	2	0	0	0	0	0	0	19	60
LQ108_RS10970	gene-LQ108_RS10970	TRANSCRIPT_gene-LQ108_RS10970	protein_coding	0	28	8	117	0	0	0	0	61	0	0	8	0	0	0	0	0	0	28	56
LQ108_RS10975	gene-LQ108_RS10975	TRANSCRIPT_gene-LQ108_RS10975	protein_coding	0	11	0	129	0	0	0	0	68	0	0	0	0	0	0	0	0	0	11	61
LQ108_RS10980	gene-LQ108_RS10980	TRANSCRIPT_gene-LQ108_RS10980	protein_coding	0	11	0	135	0	0	0	0	70	0	0	0	0	0	0	0	0	0	11	65
LQ108_RS10985	gene-LQ108_RS10985	TRANSCRIPT_gene-LQ108_RS10985	protein_coding	0	3	0	131	0	0	0	0	68	0	0	0	0	0	0	0	0	0	3	63
LQ108_RS10990	gene-LQ108_RS10990	TRANSCRIPT_gene-LQ108_RS10990	protein_coding	0	5	4	122	0	0	0	0	58	0	0	4	0	0	0	0	0	0	5	64
LQ108_RS10995	gene-LQ108_RS10995	TRANSCRIPT_gene-LQ108_RS10995	protein_coding	0	3	0	136	0	0	0	0	66	0	0	0	0	0	0	0	0	0	3	70
LQ108_RS11000	gene-LQ108_RS11000	TRANSCRIPT_gene-LQ108_RS11000	protein_coding	0	3	2	134	0	0	0	0	68	0	0	2	0	0	0	0	0	0	3	66
